bw	scale	pct	qlen	maxq	avgq	maxd	avgd	rate
0.5	0.50	0.56	4	12.2	0.5	191	7	24.0 (0.38)
0.5	0.50	0.56	5	12.3	0.3	192	4	23.7 (0.37)
0.5	0.50	0.56	6	18.2	0.4	285	6	24.4 (0.38)
0.5	0.50	0.56	7	13.9	0.6	217	8	25.0 (0.39)
0.5	0.50	0.56	8	23.0	0.6	358	8	25.1 (0.39)
0.5	0.50	0.58	2	18.2	0.4	285	6	20.9 (0.33)
0.5	0.50	0.58	3	18.2	0.4	285	6	23.3 (0.36)
0.5	0.50	0.58	4	14.0	0.5	219	8	23.2 (0.36)
0.5	0.50	0.58	5	22.7	0.6	354	9	24.3 (0.38)
0.5	0.50	0.58	6	18.2	0.5	284	7	24.5 (0.38)
0.5	0.50	0.58	7	19.7	0.6	308	8	25.3 (0.40)
0.5	0.50	0.58	8	18.2	0.5	284	8	25.2 (0.39)
0.5	0.50	0.60	2	16.8	0.5	262	8	20.9 (0.33)
0.5	0.50	0.60	3	18.2	0.5	285	7	22.9 (0.36)
0.5	0.50	0.60	4	16.2	0.6	253	8	24.4 (0.38)
0.5	0.50	0.60	5	18.2	0.6	284	9	24.4 (0.38)
0.5	0.50	0.60	6	22.7	0.4	354	6	25.0 (0.39)
0.5	0.50	0.60	7	12.9	0.7	201	10	25.3 (0.40)
0.5	0.50	0.60	8	13.8	0.7	216	10	25.0 (0.39)
0.5	0.50	0.62	2	23.0	0.4	358	5	22.4 (0.35)
0.5	0.50	0.62	3	19.8	0.6	309	8	23.6 (0.37)
0.5	0.50	0.62	4	19.9	0.6	311	9	24.6 (0.38)
0.5	0.50	0.62	5	16.1	0.6	251	8	24.1 (0.38)
0.5	0.50	0.62	6	19.2	0.7	300	11	25.1 (0.39)
0.5	0.50	0.62	7	13.2	0.5	206	7	25.4 (0.40)
0.5	0.50	0.62	8	16.2	0.9	253	13	25.4 (0.40)
0.5	0.50	0.64	2	15.3	0.4	239	5	20.8 (0.33)
0.5	0.50	0.64	3	22.8	0.4	355	6	23.4 (0.37)
0.5	0.50	0.64	4	16.7	0.6	260	9	24.7 (0.39)
0.5	0.50	0.64	5	19.3	0.5	301	7	25.2 (0.39)
0.5	0.50	0.64	6	19.2	0.6	300	8	25.5 (0.40)
0.5	0.50	0.64	7	20.6	0.7	322	10	25.4 (0.40)
0.5	0.50	0.64	8	18.2	0.8	284	12	25.7 (0.40)
0.5	0.50	0.66	2	12.2	0.5	191	8	22.2 (0.35)
0.5	0.50	0.66	3	13.8	0.6	216	9	23.5 (0.37)
0.5	0.50	0.66	4	19.3	0.4	301	6	24.6 (0.38)
0.5	0.50	0.66	5	13.8	0.7	216	10	25.0 (0.39)
0.5	0.50	0.66	6	19.2	0.8	300	11	25.4 (0.40)
0.5	0.50	0.66	7	19.2	0.7	300	10	25.5 (0.40)
0.5	0.50	0.66	8	18.2	0.8	284	12	25.7 (0.40)
0.5	0.50	0.68	2	12.4	0.4	193	6	22.8 (0.36)
0.5	0.50	0.68	3	19.3	0.8	301	12	23.9 (0.37)
0.5	0.50	0.68	4	19.3	0.6	301	8	24.4 (0.38)
0.5	0.50	0.68	5	19.5	0.5	305	8	25.1 (0.39)
0.5	0.50	0.68	6	19.2	0.6	300	8	25.5 (0.40)
0.5	0.50	0.68	7	19.2	0.7	300	11	25.7 (0.40)
0.5	0.50	0.68	8	18.2	0.8	285	12	25.5 (0.40)
0.5	0.50	0.70	2	14.0	0.5	219	7	23.3 (0.36)
0.5	0.50	0.70	3	18.2	0.6	285	8	24.1 (0.38)
0.5	0.50	0.70	4	18.2	0.6	285	8	24.4 (0.38)
0.5	0.50	0.70	5	19.5	0.6	304	9	25.2 (0.39)
0.5	0.50	0.70	6	19.7	0.7	307	11	25.7 (0.40)
0.5	0.50	0.70	7	14.5	0.7	226	10	25.7 (0.40)
0.5	0.50	0.70	8	19.7	0.7	307	10	25.9 (0.40)
0.5	0.50	0.72	2	22.7	0.5	354	8	22.2 (0.35)
0.5	0.50	0.72	3	12.8	0.6	199	9	24.5 (0.38)
0.5	0.50	0.72	4	18.2	0.6	284	9	25.1 (0.39)
0.5	0.50	0.72	5	19.5	0.7	304	10	25.3 (0.40)
0.5	0.50	0.72	6	14.7	0.7	229	10	25.7 (0.40)
0.5	0.50	0.72	7	19.6	0.5	306	7	25.9 (0.40)
0.5	0.50	0.72	8	19.5	1.0	304	15	25.9 (0.41)
0.5	0.50	0.74	2	18.2	0.4	285	5	22.9 (0.36)
0.5	0.50	0.74	3	18.2	0.6	285	8	24.6 (0.38)
0.5	0.50	0.74	4	14.2	0.6	222	9	25.1 (0.39)
0.5	0.50	0.74	5	19.5	0.6	304	9	25.4 (0.40)
0.5	0.50	0.74	6	21.6	0.7	337	11	25.6 (0.40)
0.5	0.50	0.74	7	21.6	0.9	337	13	25.6 (0.40)
0.5	0.50	0.74	8	21.6	0.8	337	12	25.8 (0.40)
0.5	0.50	0.76	2	9.7	0.4	152	6	22.6 (0.35)
0.5	0.50	0.76	3	18.3	0.6	285	8	24.3 (0.38)
0.5	0.50	0.76	4	18.2	0.5	285	7	25.1 (0.39)
0.5	0.50	0.76	5	21.5	0.6	335	9	25.4 (0.40)
0.5	0.50	0.76	6	19.7	0.9	307	14	25.6 (0.40)
0.5	0.50	0.76	7	19.7	0.7	307	10	25.8 (0.40)
0.5	0.50	0.76	8	21.4	0.8	334	12	26.1 (0.41)
0.5	0.50	0.78	2	18.2	0.5	285	7	23.9 (0.37)
0.5	0.50	0.78	3	18.2	0.5	285	8	24.8 (0.39)
0.5	0.50	0.78	4	18.2	0.4	285	6	25.2 (0.39)
0.5	0.50	0.78	5	16.3	0.6	255	9	25.4 (0.40)
0.5	0.50	0.78	6	19.5	0.5	304	8	25.6 (0.40)
0.5	0.50	0.78	7	19.7	0.8	307	12	25.9 (0.41)
0.5	0.50	0.78	8	20.9	0.8	327	12	26.1 (0.41)
0.5	0.50	0.80	2	14.0	0.4	218	5	23.1 (0.36)
0.5	0.50	0.80	3	19.5	0.4	304	6	24.8 (0.39)
0.5	0.50	0.80	4	18.2	0.7	285	11	25.2 (0.39)
0.5	0.50	0.80	5	15.2	0.4	237	6	25.6 (0.40)
0.5	0.50	0.80	6	19.6	0.7	306	10	25.8 (0.40)
0.5	0.50	0.80	7	20.9	0.7	327	10	25.8 (0.40)
0.5	0.50	0.80	8	20.9	0.8	327	12	26.1 (0.41)
0.5	0.50	0.82	2	19.1	0.6	298	9	24.1 (0.38)
0.5	0.50	0.82	3	24.0	0.6	375	9	25.0 (0.39)
0.5	0.50	0.82	4	21.0	0.7	328	10	25.2 (0.39)
0.5	0.50	0.82	5	19.2	0.7	300	10	25.6 (0.40)
0.5	0.50	0.82	6	19.7	0.8	307	13	25.8 (0.40)
0.5	0.50	0.82	7	19.7	0.8	307	12	26.2 (0.41)
0.5	0.50	0.82	8	22.2	1.2	346	18	26.2 (0.41)
0.5	0.50	0.84	2	14.8	0.6	231	10	24.2 (0.38)
0.5	0.50	0.84	3	19.7	0.4	307	6	25.1 (0.39)
0.5	0.50	0.84	4	19.7	0.7	307	10	25.4 (0.40)
0.5	0.50	0.84	5	19.3	0.6	301	9	25.8 (0.40)
0.5	0.50	0.84	6	19.7	0.9	307	13	25.8 (0.40)
0.5	0.50	0.84	7	20.9	0.9	327	13	25.8 (0.40)
0.5	0.50	0.84	8	20.9	0.8	327	12	26.3 (0.41)
0.5	0.50	0.86	2	19.3	0.5	301	8	24.2 (0.38)
0.5	0.50	0.86	3	19.7	0.6	307	10	24.9 (0.39)
0.5	0.50	0.86	4	19.7	0.6	307	8	25.5 (0.40)
0.5	0.50	0.86	5	19.5	0.9	304	13	25.7 (0.40)
0.5	0.50	0.86	6	19.7	0.9	307	14	26.1 (0.41)
0.5	0.50	0.86	7	20.8	1.0	324	15	26.2 (0.41)
0.5	0.50	0.86	8	24.5	1.2	383	18	26.2 (0.41)
0.5	0.50	0.88	2	19.3	0.7	301	10	24.2 (0.38)
0.5	0.50	0.88	3	18.0	0.6	281	9	25.3 (0.39)
0.5	0.50	0.88	4	19.3	0.7	301	10	25.5 (0.40)
0.5	0.50	0.88	5	19.5	0.6	304	9	25.9 (0.41)
0.5	0.50	0.88	6	18.3	0.7	285	11	26.3 (0.41)
0.5	0.50	0.88	7	20.7	0.9	324	14	26.3 (0.41)
0.5	0.50	0.88	8	24.2	1.3	378	20	26.4 (0.41)
0.5	0.50	0.90	2	14.6	0.9	227	13	24.8 (0.39)
0.5	0.50	0.90	3	19.3	0.9	301	14	25.3 (0.40)
0.5	0.50	0.90	4	17.5	0.9	273	14	25.8 (0.40)
0.5	0.50	0.90	5	29.8	0.6	465	9	26.1 (0.41)
0.5	0.50	0.90	6	22.2	0.9	347	13	26.3 (0.41)
0.5	0.50	0.90	7	24.2	0.9	378	14	26.0 (0.41)
0.5	0.50	0.90	8	22.2	1.2	347	19	26.6 (0.42)
0.5	0.50	0.92	2	24.0	0.7	375	11	24.6 (0.39)
0.5	0.50	0.92	3	19.4	0.7	303	11	25.8 (0.40)
0.5	0.50	0.92	4	23.5	1.1	367	16	25.9 (0.40)
0.5	0.50	0.92	5	21.2	0.8	330	13	26.1 (0.41)
0.5	0.50	0.92	6	19.7	1.0	307	15	26.4 (0.41)
0.5	0.50	0.92	7	29.8	1.2	465	18	26.1 (0.41)
0.5	0.50	0.92	8	29.8	1.5	465	24	26.3 (0.41)
0.5	0.50	0.94	2	16.9	0.7	264	11	24.8 (0.39)
0.5	0.50	0.94	3	30.9	1.2	483	18	24.5 (0.38)
0.5	0.50	0.94	4	24.2	1.2	378	18	26.0 (0.41)
0.5	0.50	0.94	5	29.8	1.0	465	15	26.2 (0.41)
0.5	0.50	0.94	6	29.6	1.0	462	15	26.3 (0.41)
0.5	0.50	0.94	7	29.7	1.3	464	20	26.3 (0.41)
0.5	0.50	0.94	8	24.1	1.2	377	18	26.6 (0.42)
0.5	0.50	0.96	2	18.0	0.7	281	10	25.2 (0.39)
0.5	0.50	0.96	3	20.5	1.2	319	18	25.5 (0.40)
0.5	0.50	0.96	4	22.2	1.0	347	15	25.8 (0.40)
0.5	0.50	0.96	5	24.2	1.3	378	20	26.4 (0.41)
0.5	0.50	0.96	6	29.8	1.3	465	20	26.4 (0.41)
0.5	0.50	0.96	7	24.4	1.3	380	19	26.4 (0.41)
0.5	0.50	0.96	8	24.4	1.2	380	19	26.3 (0.41)
0.5	0.50	0.98	2	19.3	0.8	301	13	25.2 (0.39)
0.5	0.50	0.98	3	20.8	1.3	324	21	25.6 (0.40)
0.5	0.50	0.98	4	29.8	1.8	465	27	26.3 (0.41)
0.5	0.50	0.98	5	29.8	1.4	465	22	26.0 (0.41)
0.5	0.50	0.98	6	24.2	1.4	378	22	26.3 (0.41)
0.5	0.50	0.98	7	24.2	1.4	378	21	26.4 (0.41)
0.5	0.50	0.98	8	29.8	1.4	465	21	26.4 (0.41)
0.5	0.50	1.00	2	22.4	1.1	350	16	25.1 (0.39)
0.5	0.50	1.00	3	20.8	1.3	324	20	25.7 (0.40)
0.5	0.50	1.00	4	29.8	1.6	465	24	26.0 (0.41)
0.5	0.50	1.00	5	22.1	1.4	345	21	26.5 (0.41)
0.5	0.50	1.00	6	22.2	1.3	347	20	26.3 (0.41)
0.5	0.50	1.00	7	22.2	1.6	347	24	26.5 (0.41)
0.5	0.50	1.00	8	22.2	1.6	347	25	26.8 (0.42)
0.5	0.60	0.50	2	10.6	0.5	165	7	21.3 (0.33)
0.5	0.60	0.50	3	11.0	0.5	171	7	23.6 (0.37)
0.5	0.60	0.50	4	16.1	0.5	251	7	25.1 (0.39)
0.5	0.60	0.50	5	11.9	0.7	186	10	26.2 (0.41)
0.5	0.60	0.50	6	16.3	0.7	254	11	26.5 (0.41)
0.5	0.60	0.50	7	12.5	0.8	194	12	26.9 (0.42)
0.5	0.60	0.50	8	21.6	0.8	338	12	27.3 (0.43)
0.5	0.60	0.52	2	9.6	0.5	150	7	21.8 (0.34)
0.5	0.60	0.52	3	14.9	0.5	233	7	23.7 (0.37)
0.5	0.60	0.52	4	16.7	0.5	261	7	25.6 (0.40)
0.5	0.60	0.52	5	14.9	0.6	232	8	25.7 (0.40)
0.5	0.60	0.52	6	18.5	0.8	288	12	26.8 (0.42)
0.5	0.60	0.52	7	11.7	0.5	182	7	27.2 (0.42)
0.5	0.60	0.52	8	17.0	0.9	265	14	26.7 (0.42)
0.5	0.60	0.54	2	10.7	0.6	167	8	21.7 (0.34)
0.5	0.60	0.54	3	10.9	0.5	170	7	25.0 (0.39)
0.5	0.60	0.54	4	15.1	0.6	235	8	26.1 (0.41)
0.5	0.60	0.54	5	14.0	0.5	219	7	26.4 (0.41)
0.5	0.60	0.54	6	13.7	0.6	214	9	26.9 (0.42)
0.5	0.60	0.54	7	17.2	0.6	268	9	27.3 (0.43)
0.5	0.60	0.54	8	17.8	0.7	277	10	27.5 (0.43)
0.5	0.60	0.56	2	11.9	0.4	185	5	22.8 (0.36)
0.5	0.60	0.56	3	10.4	0.5	162	8	24.8 (0.39)
0.5	0.60	0.56	4	15.5	0.7	242	10	26.3 (0.41)
0.5	0.60	0.56	5	11.8	0.6	184	8	26.9 (0.42)
0.5	0.60	0.56	6	16.9	0.5	264	7	25.3 (0.40)
0.5	0.60	0.56	7	16.9	0.7	264	11	28.0 (0.44)
0.5	0.60	0.56	8	22.8	0.8	355	11	28.1 (0.44)
0.5	0.60	0.58	2	22.7	0.4	354	5	23.3 (0.36)
0.5	0.60	0.58	3	23.0	0.6	359	9	26.0 (0.41)
0.5	0.60	0.58	4	22.7	0.6	354	9	26.0 (0.41)
0.5	0.60	0.58	5	13.7	0.7	213	11	26.9 (0.42)
0.5	0.60	0.58	6	18.4	0.7	287	10	27.6 (0.43)
0.5	0.60	0.58	7	22.6	0.8	352	12	27.2 (0.42)
0.5	0.60	0.58	8	22.1	1.1	345	17	28.2 (0.44)
0.5	0.60	0.60	2	14.1	0.5	220	8	23.5 (0.37)
0.5	0.60	0.60	3	16.7	0.6	260	8	25.7 (0.40)
0.5	0.60	0.60	4	16.7	0.7	260	11	27.0 (0.42)
0.5	0.60	0.60	5	17.1	0.7	267	11	27.2 (0.42)
0.5	0.60	0.60	6	17.6	0.7	274	10	28.3 (0.44)
0.5	0.60	0.60	7	16.9	0.6	264	9	27.9 (0.44)
0.5	0.60	0.60	8	22.7	0.7	354	10	27.4 (0.43)
0.5	0.60	0.62	2	22.7	0.5	354	7	23.6 (0.37)
0.5	0.60	0.62	3	11.4	0.5	178	8	24.4 (0.38)
0.5	0.60	0.62	4	15.4	0.7	241	10	26.9 (0.42)
0.5	0.60	0.62	5	13.6	0.6	212	9	27.3 (0.43)
0.5	0.60	0.62	6	22.7	0.9	354	14	28.1 (0.44)
0.5	0.60	0.62	7	25.4	0.7	396	11	28.1 (0.44)
0.5	0.60	0.62	8	25.4	0.7	396	10	28.4 (0.44)
0.5	0.60	0.64	2	11.0	0.5	171	7	23.9 (0.37)
0.5	0.60	0.64	3	22.8	0.5	356	8	25.2 (0.39)
0.5	0.60	0.64	4	22.7	0.6	354	10	27.0 (0.42)
0.5	0.60	0.64	5	22.7	0.5	354	8	27.7 (0.43)
0.5	0.60	0.64	6	19.3	0.7	301	11	28.3 (0.44)
0.5	0.60	0.64	7	25.2	0.9	393	13	28.8 (0.45)
0.5	0.60	0.64	8	25.2	0.9	393	14	28.3 (0.44)
0.5	0.60	0.66	2	17.1	0.4	267	5	24.3 (0.38)
0.5	0.60	0.66	3	19.2	0.5	300	8	26.3 (0.41)
0.5	0.60	0.66	4	16.2	0.7	252	11	28.0 (0.44)
0.5	0.60	0.66	5	16.9	0.4	264	6	27.4 (0.43)
0.5	0.60	0.66	6	16.7	0.7	260	10	28.1 (0.44)
0.5	0.60	0.66	7	15.9	0.9	248	14	28.1 (0.44)
0.5	0.60	0.66	8	25.4	1.1	396	16	29.1 (0.46)
0.5	0.60	0.68	2	22.7	0.4	355	6	23.8 (0.37)
0.5	0.60	0.68	3	17.9	0.7	279	10	26.5 (0.41)
0.5	0.60	0.68	4	13.3	0.6	207	9	27.5 (0.43)
0.5	0.60	0.68	5	22.7	0.7	354	10	27.9 (0.44)
0.5	0.60	0.68	6	25.4	1.0	396	16	28.7 (0.45)
0.5	0.60	0.68	7	25.4	0.9	396	13	29.2 (0.46)
0.5	0.60	0.68	8	25.4	0.9	396	13	29.3 (0.46)
0.5	0.60	0.70	2	25.6	0.7	399	11	25.3 (0.40)
0.5	0.60	0.70	3	18.0	0.6	280	10	27.5 (0.43)
0.5	0.60	0.70	4	19.5	0.8	304	12	26.8 (0.42)
0.5	0.60	0.70	5	19.5	0.7	304	11	27.8 (0.44)
0.5	0.60	0.70	6	19.5	0.9	304	13	28.4 (0.44)
0.5	0.60	0.70	7	18.2	0.9	284	13	29.1 (0.45)
0.5	0.60	0.70	8	22.7	1.0	355	15	28.8 (0.45)
0.5	0.60	0.72	2	14.5	0.5	227	8	25.1 (0.39)
0.5	0.60	0.72	3	12.2	0.6	191	9	26.5 (0.41)
0.5	0.60	0.72	4	20.3	0.7	317	10	27.6 (0.43)
0.5	0.60	0.72	5	19.5	0.8	304	12	28.8 (0.45)
0.5	0.60	0.72	6	16.4	0.8	256	12	28.9 (0.45)
0.5	0.60	0.72	7	22.5	0.9	351	13	29.3 (0.46)
0.5	0.60	0.72	8	22.5	1.0	351	15	29.4 (0.46)
0.5	0.60	0.74	2	21.3	0.7	332	11	25.2 (0.39)
0.5	0.60	0.74	3	24.5	0.8	382	13	27.2 (0.42)
0.5	0.60	0.74	4	24.5	0.9	382	13	28.2 (0.44)
0.5	0.60	0.74	5	20.1	0.8	314	13	29.0 (0.45)
0.5	0.60	0.74	6	20.1	1.1	314	16	28.6 (0.45)
0.5	0.60	0.74	7	19.7	1.0	307	14	29.1 (0.46)
0.5	0.60	0.74	8	19.7	1.3	307	20	29.4 (0.46)
0.5	0.60	0.76	2	11.5	0.8	179	12	25.8 (0.40)
0.5	0.60	0.76	3	21.2	0.8	331	13	27.4 (0.43)
0.5	0.60	0.76	4	21.2	0.8	331	12	27.9 (0.44)
0.5	0.60	0.76	5	14.7	0.7	230	10	29.1 (0.45)
0.5	0.60	0.76	6	15.0	1.0	234	15	29.3 (0.46)
0.5	0.60	0.76	7	19.5	1.1	304	16	29.4 (0.46)
0.5	0.60	0.76	8	19.5	1.4	304	22	29.1 (0.45)
0.5	0.60	0.78	2	21.0	0.6	328	9	25.3 (0.40)
0.5	0.60	0.78	3	24.0	0.9	375	13	26.8 (0.42)
0.5	0.60	0.78	4	22.5	0.9	352	14	28.7 (0.45)
0.5	0.60	0.78	5	19.5	0.9	304	13	28.8 (0.45)
0.5	0.60	0.78	6	19.7	1.0	307	15	29.0 (0.45)
0.5	0.60	0.78	7	19.7	1.4	307	21	29.4 (0.46)
0.5	0.60	0.78	8	19.7	1.3	307	20	29.5 (0.46)
0.5	0.60	0.80	2	19.5	0.6	305	9	25.4 (0.40)
0.5	0.60	0.80	3	12.0	0.7	188	11	27.3 (0.43)
0.5	0.60	0.80	4	21.4	1.0	334	15	28.8 (0.45)
0.5	0.60	0.80	5	20.1	1.1	313	17	28.9 (0.45)
0.5	0.60	0.80	6	18.8	1.2	293	18	29.1 (0.46)
0.5	0.60	0.80	7	20.9	1.2	327	19	29.7 (0.46)
0.5	0.60	0.80	8	19.7	1.4	307	22	29.6 (0.46)
0.5	0.60	0.82	2	19.3	0.5	301	7	25.3 (0.40)
0.5	0.60	0.82	3	16.9	0.8	263	13	27.7 (0.43)
0.5	0.60	0.82	4	19.3	0.8	301	12	27.7 (0.43)
0.5	0.60	0.82	5	16.7	1.1	261	16	29.0 (0.45)
0.5	0.60	0.82	6	21.2	1.3	331	20	29.4 (0.46)
0.5	0.60	0.82	7	21.2	1.3	331	20	29.5 (0.46)
0.5	0.60	0.82	8	21.4	1.6	333	25	29.9 (0.47)
0.5	0.60	0.84	2	18.2	0.7	285	11	24.9 (0.39)
0.5	0.60	0.84	3	21.0	0.9	327	13	28.2 (0.44)
0.5	0.60	0.84	4	19.3	1.3	301	20	28.9 (0.45)
0.5	0.60	0.84	5	18.4	1.1	286	17	29.4 (0.46)
0.5	0.60	0.84	6	21.2	1.1	331	17	29.3 (0.46)
0.5	0.60	0.84	7	31.5	1.2	492	18	29.8 (0.47)
0.5	0.60	0.84	8	21.2	1.1	331	16	29.9 (0.47)
0.5	0.60	0.86	2	16.5	0.8	258	12	25.9 (0.40)
0.5	0.60	0.86	3	19.3	0.8	301	12	28.3 (0.44)
0.5	0.60	0.86	4	20.8	1.0	324	15	29.0 (0.45)
0.5	0.60	0.86	5	20.9	1.1	327	17	29.5 (0.46)
0.5	0.60	0.86	6	21.0	1.5	328	23	29.5 (0.46)
0.5	0.60	0.86	7	25.7	1.4	401	21	29.4 (0.46)
0.5	0.60	0.86	8	25.7	1.2	401	19	30.0 (0.47)
0.5	0.60	0.88	2	20.8	1.1	325	17	27.3 (0.43)
0.5	0.60	0.88	3	19.3	1.1	301	17	28.5 (0.45)
0.5	0.60	0.88	4	19.5	1.3	304	19	29.0 (0.45)
0.5	0.60	0.88	5	24.2	1.3	378	20	29.5 (0.46)
0.5	0.60	0.88	6	21.1	1.6	329	24	29.9 (0.47)
0.5	0.60	0.88	7	24.2	1.5	378	23	29.8 (0.47)
0.5	0.60	0.88	8	24.2	1.5	378	23	29.7 (0.46)
0.5	0.60	0.90	2	21.1	1.6	329	24	27.6 (0.43)
0.5	0.60	0.90	3	19.1	0.8	298	12	27.9 (0.44)
0.5	0.60	0.90	4	20.9	1.5	327	23	29.1 (0.45)
0.5	0.60	0.90	5	24.2	1.1	378	17	29.7 (0.46)
0.5	0.60	0.90	6	20.9	1.5	327	23	29.7 (0.46)
0.5	0.60	0.90	7	24.2	1.3	378	20	30.0 (0.47)
0.5	0.60	0.90	8	24.2	1.3	378	20	30.0 (0.47)
0.5	0.60	0.92	2	22.1	1.2	345	18	27.1 (0.42)
0.5	0.60	0.92	3	26.1	1.6	408	24	29.1 (0.45)
0.5	0.60	0.92	4	19.7	1.6	307	24	29.1 (0.46)
0.5	0.60	0.92	5	19.7	1.6	307	25	29.4 (0.46)
0.5	0.60	0.92	6	22.4	1.8	350	28	30.1 (0.47)
0.5	0.60	0.92	7	23.2	1.6	362	25	29.8 (0.47)
0.5	0.60	0.92	8	21.7	1.6	339	24	30.1 (0.47)
0.5	0.60	0.94	2	22.7	1.0	354	14	27.1 (0.42)
0.5	0.60	0.94	3	21.2	1.3	331	21	28.8 (0.45)
0.5	0.60	0.94	4	22.0	1.6	344	25	29.5 (0.46)
0.5	0.60	0.94	5	22.1	1.8	345	28	30.1 (0.47)
0.5	0.60	0.94	6	21.9	1.8	342	27	30.1 (0.47)
0.5	0.60	0.94	7	20.9	1.7	327	26	30.1 (0.47)
0.5	0.60	0.94	8	20.9	1.6	327	25	29.8 (0.47)
0.5	0.60	0.96	2	19.5	1.2	305	19	28.3 (0.44)
0.5	0.60	0.96	3	24.2	1.5	378	23	29.1 (0.46)
0.5	0.60	0.96	4	22.7	1.9	354	29	30.0 (0.47)
0.5	0.60	0.96	5	20.9	1.3	327	20	29.8 (0.47)
0.5	0.60	0.96	6	23.5	1.7	367	26	30.1 (0.47)
0.5	0.60	0.96	7	20.5	2.0	320	30	30.5 (0.48)
0.5	0.60	0.96	8	23.8	2.0	371	31	30.2 (0.47)
0.5	0.60	0.98	2	24.2	1.3	378	21	29.0 (0.45)
0.5	0.60	0.98	3	24.2	1.6	378	24	29.7 (0.46)
0.5	0.60	0.98	4	20.5	1.8	320	28	29.8 (0.46)
0.5	0.60	0.98	5	23.7	1.6	370	25	30.0 (0.47)
0.5	0.60	0.98	6	25.7	2.0	402	30	30.0 (0.47)
0.5	0.60	0.98	7	22.4	1.9	350	30	30.4 (0.48)
0.5	0.60	0.98	8	22.4	1.7	350	26	30.1 (0.47)
0.5	0.60	1.00	2	21.3	1.4	333	21	28.2 (0.44)
0.5	0.60	1.00	3	22.2	1.6	347	25	29.6 (0.46)
0.5	0.60	1.00	4	24.8	1.9	387	29	29.9 (0.47)
0.5	0.60	1.00	5	23.5	1.5	367	24	30.1 (0.47)
0.5	0.60	1.00	6	23.5	2.0	367	30	30.3 (0.47)
0.5	0.60	1.00	7	22.2	2.1	347	32	30.5 (0.48)
0.5	0.60	1.00	8	23.4	2.3	364	35	30.5 (0.48)
0.5	0.70	0.50	2	14.4	0.4	224	5	22.5 (0.35)
0.5	0.70	0.50	3	17.2	0.7	269	11	25.1 (0.39)
0.5	0.70	0.50	4	12.2	0.4	190	5	24.8 (0.39)
0.5	0.70	0.50	5	14.4	0.6	225	10	26.7 (0.42)
0.5	0.70	0.50	6	14.3	0.6	223	8	27.6 (0.43)
0.5	0.70	0.50	7	14.0	0.9	218	13	28.1 (0.44)
0.5	0.70	0.50	8	21.2	0.8	331	12	28.5 (0.45)
0.5	0.70	0.52	2	15.6	0.4	244	5	23.0 (0.36)
0.5	0.70	0.52	3	12.2	0.6	190	9	25.4 (0.40)
0.5	0.70	0.52	4	12.1	0.7	189	11	27.2 (0.42)
0.5	0.70	0.52	5	15.1	0.5	235	7	27.8 (0.43)
0.5	0.70	0.52	6	18.2	0.8	283	13	28.3 (0.44)
0.5	0.70	0.52	7	20.6	0.8	322	11	29.0 (0.45)
0.5	0.70	0.52	8	16.3	0.8	254	12	29.2 (0.46)
0.5	0.70	0.54	2	9.6	0.6	150	8	23.1 (0.36)
0.5	0.70	0.54	3	16.7	0.7	261	10	26.5 (0.41)
0.5	0.70	0.54	4	13.3	0.4	207	7	27.4 (0.43)
0.5	0.70	0.54	5	18.9	0.8	295	12	28.5 (0.45)
0.5	0.70	0.54	6	16.5	0.7	257	10	29.2 (0.46)
0.5	0.70	0.54	7	16.6	0.6	258	9	29.8 (0.47)
0.5	0.70	0.54	8	24.2	0.6	378	9	29.6 (0.46)
0.5	0.70	0.56	2	12.7	0.3	199	4	24.4 (0.38)
0.5	0.70	0.56	3	15.0	0.6	234	9	26.0 (0.41)
0.5	0.70	0.56	4	12.7	0.6	198	9	28.0 (0.44)
0.5	0.70	0.56	5	17.1	0.7	267	11	29.2 (0.46)
0.5	0.70	0.56	6	17.1	0.9	267	14	29.6 (0.46)
0.5	0.70	0.56	7	16.8	0.5	261	8	30.0 (0.47)
0.5	0.70	0.56	8	16.4	0.9	256	14	30.4 (0.47)
0.5	0.70	0.58	2	12.4	0.5	194	8	24.6 (0.38)
0.5	0.70	0.58	3	12.0	0.8	187	12	26.7 (0.42)
0.5	0.70	0.58	4	18.5	0.6	288	9	28.5 (0.45)
0.5	0.70	0.58	5	14.0	0.4	218	6	29.2 (0.46)
0.5	0.70	0.58	6	16.3	0.8	255	12	30.3 (0.47)
0.5	0.70	0.58	7	15.4	0.8	239	13	30.5 (0.48)
0.5	0.70	0.58	8	24.6	1.1	385	16	30.9 (0.48)
0.5	0.70	0.60	2	11.3	0.5	176	7	24.9 (0.39)
0.5	0.70	0.60	3	11.3	0.5	175	8	27.1 (0.42)
0.5	0.70	0.60	4	17.0	0.8	265	12	28.9 (0.45)
0.5	0.70	0.60	5	17.0	1.0	266	15	30.3 (0.47)
0.5	0.70	0.60	6	17.5	1.0	273	15	30.9 (0.48)
0.5	0.70	0.60	7	17.3	1.0	269	15	30.4 (0.48)
0.5	0.70	0.60	8	24.6	1.0	385	15	31.2 (0.49)
0.5	0.70	0.62	2	13.2	0.4	205	5	23.6 (0.37)
0.5	0.70	0.62	3	14.2	0.4	221	5	26.7 (0.42)
0.5	0.70	0.62	4	13.6	0.9	212	13	30.0 (0.47)
0.5	0.70	0.62	5	17.5	0.6	273	8	29.5 (0.46)
0.5	0.70	0.62	6	15.6	1.1	243	17	31.1 (0.49)
