bw	scale	pct	qlen	maxq	avgq	maxd	avgd	rate
0.5	1.20	0.98	3	25.0	5.7	390	88	48.4 (0.76)
0.5	1.20	0.98	4	26.5	6.1	414	95	50.4 (0.79)
0.5	1.20	0.98	5	26.3	6.2	410	97	50.8 (0.79)
0.5	1.20	0.98	6	26.5	7.2	414	112	51.1 (0.80)
0.5	1.20	0.98	7	26.5	6.9	414	107	51.5 (0.80)
0.5	1.20	0.98	8	26.5	6.7	414	104	52.3 (0.82)
0.5	1.20	1.00	2	24.2	4.1	378	63	42.1 (0.66)
0.5	1.20	1.00	3	24.2	5.1	378	80	46.6 (0.73)
0.5	1.20	1.00	4	25.2	6.1	394	95	51.2 (0.80)
0.5	1.20	1.00	5	27.6	6.2	431	97	49.5 (0.77)
0.5	1.20	1.00	6	26.7	7.4	416	115	52.0 (0.81)
0.5	1.20	1.00	7	26.7	7.5	416	117	52.5 (0.82)
0.5	1.20	1.00	8	26.7	7.3	416	114	52.5 (0.82)
0.5	1.30	0.50	2	14.6	0.9	227	14	25.0 (0.39)
0.5	1.30	0.50	3	14.6	0.9	228	14	27.3 (0.43)
0.5	1.30	0.50	4	17.4	1.0	271	15	27.7 (0.43)
0.5	1.30	0.50	5	16.3	1.1	255	17	29.6 (0.46)
0.5	1.30	0.50	6	17.9	1.3	280	20	30.1 (0.47)
0.5	1.30	0.50	7	25.3	1.8	395	27	29.4 (0.46)
0.5	1.30	0.50	8	15.1	1.2	236	18	30.4 (0.48)
0.5	1.30	0.52	2	12.4	0.9	193	14	26.3 (0.41)
0.5	1.30	0.52	3	13.7	1.0	214	16	27.9 (0.44)
0.5	1.30	0.52	4	15.6	1.6	244	24	28.6 (0.45)
0.5	1.30	0.52	5	16.0	1.0	249	16	29.7 (0.46)
0.5	1.30	0.52	6	15.4	1.4	241	21	30.6 (0.48)
0.5	1.30	0.52	7	28.7	1.9	449	29	30.4 (0.48)
0.5	1.30	0.52	8	24.4	1.4	381	22	30.8 (0.48)
0.5	1.30	0.54	2	19.1	1.0	298	15	26.5 (0.41)
0.5	1.30	0.54	3	19.1	1.1	298	16	29.1 (0.46)
0.5	1.30	0.54	4	15.6	1.4	244	21	30.9 (0.48)
0.5	1.30	0.54	5	21.2	1.1	331	17	30.4 (0.47)
0.5	1.30	0.54	6	16.6	1.2	260	19	32.0 (0.50)
0.5	1.30	0.54	7	14.6	1.6	228	25	32.2 (0.50)
0.5	1.30	0.54	8	15.7	1.4	245	21	32.2 (0.50)
0.5	1.30	0.56	2	12.7	0.7	197	10	26.0 (0.41)
0.5	1.30	0.56	3	13.8	1.3	215	20	30.7 (0.48)
0.5	1.30	0.56	4	16.0	1.3	249	20	31.5 (0.49)
0.5	1.30	0.56	5	22.6	1.3	353	19	32.1 (0.50)
0.5	1.30	0.56	6	21.7	1.6	338	24	33.1 (0.52)
0.5	1.30	0.56	7	18.4	1.5	286	23	33.1 (0.52)
0.5	1.30	0.56	8	21.3	1.6	333	25	33.2 (0.52)
0.5	1.30	0.58	2	14.2	1.1	222	17	29.1 (0.46)
0.5	1.30	0.58	3	15.8	1.3	246	20	31.2 (0.49)
0.5	1.30	0.58	4	16.9	1.5	263	22	32.8 (0.51)
0.5	1.30	0.58	5	18.8	1.2	293	18	32.7 (0.51)
0.5	1.30	0.58	6	18.9	1.7	295	27	34.0 (0.53)
0.5	1.30	0.58	7	14.1	1.4	220	22	34.4 (0.54)
0.5	1.30	0.58	8	19.8	1.7	309	26	34.9 (0.54)
0.5	1.30	0.60	2	18.3	1.3	285	20	29.1 (0.45)
0.5	1.30	0.60	3	14.8	1.2	230	18	32.3 (0.51)
0.5	1.30	0.60	4	19.1	1.6	299	25	34.2 (0.53)
0.5	1.30	0.60	5	24.4	1.9	380	30	33.9 (0.53)
0.5	1.30	0.60	6	21.7	2.1	339	32	34.8 (0.54)
0.5	1.30	0.60	7	18.6	1.9	290	29	36.1 (0.56)
0.5	1.30	0.60	8	21.1	1.7	330	26	35.6 (0.56)
0.5	1.30	0.62	2	16.8	1.1	262	16	28.9 (0.45)
0.5	1.30	0.62	3	13.5	1.1	210	16	32.5 (0.51)
0.5	1.30	0.62	4	16.9	1.4	264	21	34.0 (0.53)
0.5	1.30	0.62	5	17.6	2.0	274	31	35.5 (0.55)
0.5	1.30	0.62	6	22.0	2.2	344	34	36.2 (0.57)
0.5	1.30	0.62	7	19.3	2.2	301	34	37.2 (0.58)
0.5	1.30	0.62	8	18.5	2.0	288	30	36.7 (0.57)
0.5	1.30	0.64	2	20.4	1.3	319	19	31.0 (0.48)
0.5	1.30	0.64	3	14.3	1.6	223	25	33.8 (0.53)
0.5	1.30	0.64	4	21.6	1.8	337	28	36.1 (0.56)
0.5	1.30	0.64	5	21.3	1.8	333	28	35.9 (0.56)
0.5	1.30	0.64	6	22.0	2.0	343	31	37.5 (0.59)
0.5	1.30	0.64	7	16.5	2.4	257	37	37.7 (0.59)
0.5	1.30	0.64	8	28.7	2.1	448	33	37.5 (0.59)
0.5	1.30	0.66	2	20.4	1.1	318	17	30.2 (0.47)
0.5	1.30	0.66	3	20.5	1.5	320	22	34.7 (0.54)
0.5	1.30	0.66	4	17.3	1.5	270	23	34.8 (0.54)
0.5	1.30	0.66	5	19.2	1.9	300	28	37.9 (0.59)
0.5	1.30	0.66	6	24.5	2.0	382	30	37.1 (0.58)
0.5	1.30	0.66	7	24.5	2.1	382	33	37.9 (0.59)
0.5	1.30	0.66	8	21.8	2.4	339	38	39.2 (0.61)
0.5	1.30	0.68	2	14.1	1.6	220	24	33.2 (0.52)
0.5	1.30	0.68	3	21.2	2.2	330	34	36.6 (0.57)
0.5	1.30	0.68	4	25.8	2.1	403	32	37.1 (0.58)
0.5	1.30	0.68	5	18.2	1.8	285	27	38.4 (0.60)
0.5	1.30	0.68	6	18.8	2.0	294	31	39.8 (0.62)
0.5	1.30	0.68	7	21.6	1.9	336	29	39.8 (0.62)
0.5	1.30	0.68	8	24.0	2.3	374	36	39.4 (0.62)
0.5	1.30	0.70	2	11.3	0.8	177	12	32.2 (0.50)
0.5	1.30	0.70	3	18.6	1.9	291	30	36.7 (0.57)
0.5	1.30	0.70	4	16.1	1.9	252	30	38.5 (0.60)
0.5	1.30	0.70	5	17.4	2.8	271	43	40.6 (0.63)
0.5	1.30	0.70	6	22.4	2.3	349	35	40.4 (0.63)
0.5	1.30	0.70	7	21.4	2.8	335	43	41.1 (0.64)
0.5	1.30	0.70	8	25.0	2.5	390	38	40.9 (0.64)
0.5	1.30	0.72	2	12.6	1.6	197	24	32.6 (0.51)
0.5	1.30	0.72	3	15.3	1.7	238	27	37.0 (0.58)
0.5	1.30	0.72	4	19.2	2.5	299	39	40.4 (0.63)
0.5	1.30	0.72	5	17.9	2.4	279	37	41.0 (0.64)
0.5	1.30	0.72	6	16.2	2.1	252	32	41.7 (0.65)
0.5	1.30	0.72	7	21.6	2.3	337	35	41.2 (0.64)
0.5	1.30	0.72	8	19.7	2.6	308	40	41.9 (0.66)
0.5	1.30	0.74	2	13.6	1.3	213	20	35.5 (0.55)
0.5	1.30	0.74	3	17.9	1.9	280	28	36.4 (0.57)
0.5	1.30	0.74	4	23.0	2.1	359	32	40.3 (0.63)
0.5	1.30	0.74	5	23.9	3.0	372	47	42.2 (0.66)
0.5	1.30	0.74	6	19.7	2.4	308	38	42.7 (0.67)
0.5	1.30	0.74	7	22.1	3.2	345	49	42.6 (0.67)
0.5	1.30	0.74	8	20.8	2.8	325	43	43.1 (0.67)
0.5	1.30	0.76	2	16.8	1.7	261	27	36.4 (0.57)
0.5	1.30	0.76	3	14.4	1.9	225	30	39.6 (0.62)
0.5	1.30	0.76	4	19.4	2.7	302	42	42.7 (0.67)
0.5	1.30	0.76	5	30.0	2.9	469	45	43.1 (0.67)
0.5	1.30	0.76	6	22.2	2.8	346	43	43.9 (0.69)
0.5	1.30	0.76	7	20.9	2.9	326	45	43.8 (0.68)
0.5	1.30	0.76	8	28.5	3.0	444	46	43.7 (0.68)
0.5	1.30	0.78	2	19.8	1.2	309	19	34.8 (0.54)
0.5	1.30	0.78	3	19.1	1.7	297	26	39.7 (0.62)
0.5	1.30	0.78	4	18.9	2.9	294	45	42.0 (0.66)
0.5	1.30	0.78	5	19.7	3.4	307	52	43.2 (0.68)
0.5	1.30	0.78	6	22.4	3.3	350	51	44.1 (0.69)
0.5	1.30	0.78	7	23.6	3.3	368	50	44.0 (0.69)
0.5	1.30	0.78	8	30.2	2.9	471	44	45.1 (0.71)
0.5	1.30	0.80	2	13.6	1.4	213	22	36.4 (0.57)
0.5	1.30	0.80	3	15.6	1.9	244	29	39.1 (0.61)
0.5	1.30	0.80	4	20.3	3.3	317	51	43.5 (0.68)
0.5	1.30	0.80	5	20.7	3.3	323	51	44.4 (0.69)
0.5	1.30	0.80	6	25.8	3.5	403	54	44.8 (0.70)
0.5	1.30	0.80	7	20.8	3.6	325	56	45.7 (0.71)
0.5	1.30	0.80	8	21.2	3.4	330	52	46.4 (0.72)
0.5	1.30	0.82	2	18.5	1.5	289	22	35.9 (0.56)
0.5	1.30	0.82	3	22.3	3.2	347	50	41.3 (0.65)
0.5	1.30	0.82	4	28.1	3.6	439	56	45.0 (0.70)
0.5	1.30	0.82	5	19.6	3.8	305	59	46.1 (0.72)
0.5	1.30	0.82	6	26.3	3.5	410	54	45.4 (0.71)
0.5	1.30	0.82	7	21.2	3.2	330	49	46.0 (0.72)
0.5	1.30	0.82	8	20.8	3.9	325	61	47.4 (0.74)
0.5	1.30	0.84	2	22.0	1.8	343	27	37.1 (0.58)
0.5	1.30	0.84	3	20.6	2.3	322	36	39.2 (0.61)
0.5	1.30	0.84	4	20.8	3.5	324	55	44.5 (0.69)
0.5	1.30	0.84	5	19.5	3.4	304	52	45.1 (0.70)
0.5	1.30	0.84	6	28.9	4.2	451	65	46.8 (0.73)
0.5	1.30	0.84	7	21.9	4.1	342	64	48.0 (0.75)
0.5	1.30	0.84	8	26.2	3.7	409	58	47.8 (0.75)
0.5	1.30	0.86	2	18.8	1.9	293	29	35.8 (0.56)
0.5	1.30	0.86	3	18.2	2.7	284	42	43.5 (0.68)
0.5	1.30	0.86	4	19.4	4.2	303	65	48.1 (0.75)
0.5	1.30	0.86	5	28.1	4.6	438	71	47.4 (0.74)
0.5	1.30	0.86	6	19.5	4.2	304	64	48.7 (0.76)
0.5	1.30	0.86	7	30.2	4.6	471	71	49.5 (0.77)
0.5	1.30	0.86	8	30.2	4.8	471	75	48.4 (0.76)
0.5	1.30	0.88	2	22.4	3.0	350	46	39.9 (0.62)
0.5	1.30	0.88	3	26.0	3.6	405	55	44.2 (0.69)
0.5	1.30	0.88	4	20.8	4.4	324	68	47.4 (0.74)
0.5	1.30	0.88	5	21.7	5.3	338	83	48.5 (0.76)
0.5	1.30	0.88	6	26.3	5.6	411	87	49.5 (0.77)
0.5	1.30	0.88	7	26.3	4.3	411	67	49.7 (0.78)
0.5	1.30	0.88	8	26.1	5.5	407	85	50.5 (0.79)
0.5	1.30	0.90	2	18.2	2.1	283	33	37.5 (0.59)
0.5	1.30	0.90	3	24.2	4.1	378	63	44.4 (0.69)
0.5	1.30	0.90	4	20.4	4.6	318	71	48.5 (0.76)
0.5	1.30	0.90	5	26.3	4.8	411	75	49.2 (0.77)
0.5	1.30	0.90	6	24.9	5.5	388	86	50.1 (0.78)
0.5	1.30	0.90	7	26.3	5.2	411	80	51.0 (0.80)
0.5	1.30	0.90	8	25.5	4.5	398	70	50.8 (0.79)
0.5	1.30	0.92	2	19.5	2.3	304	35	39.8 (0.62)
0.5	1.30	0.92	3	24.4	5.4	380	83	45.4 (0.71)
0.5	1.30	0.92	4	24.2	5.1	378	80	48.6 (0.76)
0.5	1.30	0.92	5	24.4	6.4	381	99	51.3 (0.80)
0.5	1.30	0.92	6	22.2	5.8	347	90	51.9 (0.81)
0.5	1.30	0.92	7	26.3	6.5	411	101	51.9 (0.81)
0.5	1.30	0.92	8	26.1	6.4	407	100	51.9 (0.81)
0.5	1.30	0.94	2	19.3	2.6	301	40	40.7 (0.64)
0.5	1.30	0.94	3	22.2	5.7	347	89	48.3 (0.75)
0.5	1.30	0.94	4	24.1	7.1	376	110	51.8 (0.81)
0.5	1.30	0.94	5	27.4	5.8	428	90	51.1 (0.80)
0.5	1.30	0.94	6	25.0	7.2	391	112	53.0 (0.83)
0.5	1.30	0.94	7	27.4	6.2	428	96	50.3 (0.79)
0.5	1.30	0.94	8	27.4	6.4	428	100	53.1 (0.83)
0.5	1.30	0.96	2	23.1	2.2	360	34	41.0 (0.64)
0.5	1.30	0.96	3	28.3	6.3	442	97	48.9 (0.76)
0.5	1.30	0.96	4	23.7	7.0	370	109	52.0 (0.81)
0.5	1.30	0.96	5	23.5	7.1	367	110	53.4 (0.83)
0.5	1.30	0.96	6	24.8	6.8	388	106	53.0 (0.83)
0.5	1.30	0.96	7	26.3	6.8	410	106	53.4 (0.83)
0.5	1.30	0.96	8	26.3	6.6	410	102	54.0 (0.84)
0.5	1.30	0.98	2	24.8	4.2	388	65	44.9 (0.70)
0.5	1.30	0.98	3	23.0	6.2	359	96	50.0 (0.78)
0.5	1.30	0.98	4	29.8	7.3	465	114	53.0 (0.83)
0.5	1.30	0.98	5	27.2	7.5	424	117	53.6 (0.84)
0.5	1.30	0.98	6	27.4	8.5	428	132	54.3 (0.85)
0.5	1.30	0.98	7	27.4	7.3	428	114	54.8 (0.86)
0.5	1.30	0.98	8	27.4	7.4	428	116	54.4 (0.85)
0.5	1.30	1.00	2	21.5	4.6	336	71	44.7 (0.70)
0.5	1.30	1.00	3	29.8	6.4	465	100	50.1 (0.78)
0.5	1.30	1.00	4	23.7	7.5	370	116	53.5 (0.84)
0.5	1.30	1.00	5	26.3	7.9	410	124	54.9 (0.86)
0.5	1.30	1.00	6	24.5	7.8	382	121	55.2 (0.86)
0.5	1.30	1.00	7	27.6	8.1	431	127	55.1 (0.86)
0.5	1.30	1.00	8	27.2	8.1	425	126	55.5 (0.87)
0.5	1.40	0.50	2	12.7	0.8	198	12	25.0 (0.39)
0.5	1.40	0.50	3	16.2	0.9	252	14	27.1 (0.42)
0.5	1.40	0.50	4	22.5	1.4	351	22	28.9 (0.45)
0.5	1.40	0.50	5	18.6	0.9	290	14	29.3 (0.46)
0.5	1.40	0.50	6	17.3	1.1	269	16	29.2 (0.46)
0.5	1.40	0.50	7	17.8	1.1	278	17	29.8 (0.47)
0.5	1.40	0.50	8	18.1	1.3	282	20	30.1 (0.47)
0.5	1.40	0.52	2	17.4	0.8	271	12	25.3 (0.40)
0.5	1.40	0.52	3	11.5	0.7	179	10	28.0 (0.44)
0.5	1.40	0.52	4	19.7	1.4	308	21	30.5 (0.48)
0.5	1.40	0.52	5	23.3	1.2	364	19	30.5 (0.48)
0.5	1.40	0.52	6	19.6	1.6	305	25	31.0 (0.48)
0.5	1.40	0.52	7	21.8	1.7	340	26	30.8 (0.48)
0.5	1.40	0.52	8	20.5	1.8	320	27	31.1 (0.49)
0.5	1.40	0.54	2	18.0	1.3	281	20	27.2 (0.42)
0.5	1.40	0.54	3	21.0	1.1	328	17	28.1 (0.44)
0.5	1.40	0.54	4	21.8	1.8	340	27	30.4 (0.48)
0.5	1.40	0.54	5	19.0	1.7	296	27	32.4 (0.51)
0.5	1.40	0.54	6	18.2	1.4	284	21	31.4 (0.49)
0.5	1.40	0.54	7	19.2	1.4	299	21	32.2 (0.50)
0.5	1.40	0.54	8	21.7	1.7	339	26	32.5 (0.51)
0.5	1.40	0.56	2	12.7	0.9	198	13	26.9 (0.42)
0.5	1.40	0.56	3	19.1	1.3	298	20	30.2 (0.47)
0.5	1.40	0.56	4	18.7	1.0	292	15	30.9 (0.48)
0.5	1.40	0.56	5	13.9	1.8	217	27	33.5 (0.52)
0.5	1.40	0.56	6	23.0	1.8	359	28	32.7 (0.51)
0.5	1.40	0.56	7	28.7	2.1	448	33	33.2 (0.52)
0.5	1.40	0.56	8	20.8	1.8	324	28	33.4 (0.52)
0.5	1.40	0.58	2	13.4	1.3	209	20	28.8 (0.45)
0.5	1.40	0.58	3	17.3	1.2	270	18	30.1 (0.47)
0.5	1.40	0.58	4	12.8	1.5	200	24	33.4 (0.52)
0.5	1.40	0.58	5	16.3	1.8	254	28	33.7 (0.53)
0.5	1.40	0.58	6	28.6	1.8	446	27	33.6 (0.52)
0.5	1.40	0.58	7	19.8	2.6	309	39	34.4 (0.54)
0.5	1.40	0.58	8	21.6	1.7	337	25	34.4 (0.54)
0.5	1.40	0.60	2	16.0	1.1	249	16	29.0 (0.45)
0.5	1.40	0.60	3	18.7	1.7	292	26	33.4 (0.52)
0.5	1.40	0.60	4	19.6	1.7	306	26	33.4 (0.52)
0.5	1.40	0.60	5	14.3	1.2	224	18	34.8 (0.54)
0.5	1.40	0.60	6	17.0	2.2	265	35	35.0 (0.55)
0.5	1.40	0.60	7	21.8	2.2	340	34	35.5 (0.55)
0.5	1.40	0.60	8	23.3	2.5	364	39	35.7 (0.56)
0.5	1.40	0.62	2	16.8	1.1	262	17	29.9 (0.47)
0.5	1.40	0.62	3	15.6	1.3	243	20	32.4 (0.51)
0.5	1.40	0.62	4	17.1	1.7	267	26	35.1 (0.55)
0.5	1.40	0.62	5	19.5	1.9	304	30	35.8 (0.56)
0.5	1.40	0.62	6	26.0	1.8	406	28	36.5 (0.57)
0.5	1.40	0.62	7	17.8	2.0	277	31	37.0 (0.58)
0.5	1.40	0.62	8	23.7	2.3	370	36	37.0 (0.58)
0.5	1.40	0.64	2	13.6	0.9	211	14	31.0 (0.48)
0.5	1.40	0.64	3	17.5	1.5	273	23	33.5 (0.52)
0.5	1.40	0.64	4	23.5	2.3	367	35	36.4 (0.57)
0.5	1.40	0.64	5	22.8	2.1	355	32	36.4 (0.57)
0.5	1.40	0.64	6	18.7	2.1	292	33	37.9 (0.59)
0.5	1.40	0.64	7	21.8	2.3	340	36	37.3 (0.58)
0.5	1.40	0.64	8	25.4	2.4	396	36	37.6 (0.59)
0.5	1.40	0.66	2	15.4	1.7	239	25	31.9 (0.50)
0.5	1.40	0.66	3	18.2	1.7	284	26	35.2 (0.55)
0.5	1.40	0.66	4	16.6	1.5	259	23	37.4 (0.59)
0.5	1.40	0.66	5	22.7	2.2	354	34	37.5 (0.59)
0.5	1.40	0.66	6	21.5	2.6	335	40	38.1 (0.60)
0.5	1.40	0.66	7	19.8	2.2	308	34	38.9 (0.61)
0.5	1.40	0.66	8	25.8	2.4	403	38	39.2 (0.61)
0.5	1.40	0.68	2	14.6	1.1	227	17	32.7 (0.51)
0.5	1.40	0.68	3	17.4	1.5	272	23	35.7 (0.56)
0.5	1.40	0.68	4	16.0	1.8	250	27	38.1 (0.60)
0.5	1.40	0.68	5	23.4	2.6	365	41	39.3 (0.61)
0.5	1.40	0.68	6	19.3	2.4	300	37	38.8 (0.61)
0.5	1.40	0.68	7	18.6	2.2	290	35	39.9 (0.62)
0.5	1.40	0.68	8	19.0	2.1	296	32	39.5 (0.62)
0.5	1.40	0.70	2	14.1	1.6	219	25	34.0 (0.53)
0.5	1.40	0.70	3	18.2	2.3	284	36	37.2 (0.58)
0.5	1.40	0.70	4	19.0	1.8	296	28	38.2 (0.60)
0.5	1.40	0.70	5	19.0	2.5	297	38	41.1 (0.64)
0.5	1.40	0.70	6	23.0	2.0	358	30	40.7 (0.64)
0.5	1.40	0.70	7	23.3	2.3	363	36	41.1 (0.64)
0.5	1.40	0.70	8	23.9	2.6	374	40	41.0 (0.64)
0.5	1.40	0.72	2	11.1	1.2	173	18	33.4 (0.52)
0.5	1.40	0.72	3	17.9	2.0	280	32	37.9 (0.59)
0.5	1.40	0.72	4	17.2	2.2	268	34	40.8 (0.64)
0.5	1.40	0.72	5	23.4	3.3	366	52	41.4 (0.65)
0.5	1.40	0.72	6	20.7	2.8	323	44	42.1 (0.66)
0.5	1.40	0.72	7	17.9	2.7	279	42	41.5 (0.65)
0.5	1.40	0.72	8	28.6	3.2	446	49	42.2 (0.66)
0.5	1.40	0.74	2	15.6	1.5	243	23	35.2 (0.55)
0.5	1.40	0.74	3	26.0	3.1	405	48	39.9 (0.62)
0.5	1.40	0.74	4	26.4	2.1	412	32	41.1 (0.64)
0.5	1.40	0.74	5	20.6	3.2	322	50	42.9 (0.67)
0.5	1.40	0.74	6	22.3	3.4	349	52	42.7 (0.67)
0.5	1.40	0.74	7	21.3	3.1	333	48	43.3 (0.68)
0.5	1.40	0.74	8	26.5	3.1	414	47	43.5 (0.68)
0.5	1.40	0.76	2	17.5	1.2	273	19	35.2 (0.55)
0.5	1.40	0.76	3	19.9	2.8	310	44	42.1 (0.66)
0.5	1.40	0.76	4	20.2	2.4	315	38	39.5 (0.62)
0.5	1.40	0.76	5	18.9	2.9	295	45	43.1 (0.67)
0.5	1.40	0.76	6	29.3	3.0	457	46	43.7 (0.68)
0.5	1.40	0.76	7	26.1	3.1	407	49	44.2 (0.69)
0.5	1.40	0.76	8	22.0	4.0	344	63	43.9 (0.69)
0.5	1.40	0.78	2	17.9	1.7	279	26	38.0 (0.59)
0.5	1.40	0.78	3	15.8	1.5	246	24	38.8 (0.61)
0.5	1.40	0.78	4	17.9	3.6	279	56	42.8 (0.67)
0.5	1.40	0.78	5	27.7	3.4	432	53	43.8 (0.68)
0.5	1.40	0.78	6	28.7	3.4	449	53	44.9 (0.70)
0.5	1.40	0.78	7	21.9	3.5	342	55	44.8 (0.70)
0.5	1.40	0.78	8	29.7	3.6	463	57	44.6 (0.70)
0.5	1.40	0.80	2	12.8	1.5	200	23	36.2 (0.57)
0.5	1.40	0.80	3	24.5	2.8	383	44	42.5 (0.66)
0.5	1.40	0.80	4	20.7	4.7	323	72	44.2 (0.69)
0.5	1.40	0.80	5	25.8	4.1	403	63	46.0 (0.72)
0.5	1.40	0.80	6	20.9	3.8	327	58	46.5 (0.73)
0.5	1.40	0.80	7	20.9	3.4	326	52	46.0 (0.72)
0.5	1.40	0.80	8	27.4	4.4	428	69	46.5 (0.73)
0.5	1.40	0.82	2	15.1	1.3	236	20	36.5 (0.57)
0.5	1.40	0.82	3	28.6	3.6	446	55	41.8 (0.65)
0.5	1.40	0.82	4	20.4	3.6	318	56	44.0 (0.69)
0.5	1.40	0.82	5	22.3	3.6	349	56	45.9 (0.72)
0.5	1.40	0.82	6	21.2	5.7	331	88	47.1 (0.74)
0.5	1.40	0.82	7	25.9	3.9	404	61	47.4 (0.74)
0.5	1.40	0.82	8	26.0	4.6	405	72	48.1 (0.75)
0.5	1.40	0.84	2	20.9	1.9	327	29	36.7 (0.57)
0.5	1.40	0.84	3	19.4	3.9	303	60	44.7 (0.70)
0.5	1.40	0.84	4	27.6	4.0	431	62	46.7 (0.73)
0.5	1.40	0.84	5	20.8	4.2	324	66	47.6 (0.74)
0.5	1.40	0.84	6	29.0	5.0	452	78	48.2 (0.75)
0.5	1.40	0.84	7	29.0	4.8	452	75	48.5 (0.76)
0.5	1.40	0.84	8	29.0	4.4	452	68	49.4 (0.77)
0.5	1.40	0.86	2	17.3	2.1	269	32	38.3 (0.60)
0.5	1.40	0.86	3	16.7	2.4	260	37	40.7 (0.64)
0.5	1.40	0.86	4	22.1	4.7	345	72	47.7 (0.75)
0.5	1.40	0.86	5	30.0	5.1	468	80	49.7 (0.78)
0.5	1.40	0.86	6	29.0	4.9	452	75	49.4 (0.77)
0.5	1.40	0.86	7	29.0	4.2	452	66	49.9 (0.78)
0.5	1.40	0.86	8	29.0	5.4	452	83	50.2 (0.79)
0.5	1.40	0.88	2	22.4	3.0	349	46	39.4 (0.62)
0.5	1.40	0.88	3	21.2	5.1	330	79	46.1 (0.72)
0.5	1.40	0.88	4	23.5	5.3	366	82	47.9 (0.75)
0.5	1.40	0.88	5	29.0	5.2	452	81	48.4 (0.76)
0.5	1.40	0.88	6	22.4	4.9	350	76	51.2 (0.80)
0.5	1.40	0.88	7	29.0	5.6	452	88	50.7 (0.79)
0.5	1.40	0.88	8	30.2	5.9	471	92	51.5 (0.80)
0.5	1.40	0.90	2	17.6	2.0	274	31	39.2 (0.61)
0.5	1.40	0.90	3	22.0	4.8	343	74	47.4 (0.74)
0.5	1.40	0.90	4	23.7	5.5	370	85	49.0 (0.77)
0.5	1.40	0.90	5	29.0	6.5	452	102	50.2 (0.78)
0.5	1.40	0.90	6	29.0	6.5	452	101	51.0 (0.80)
0.5	1.40	0.90	7	30.2	6.1	471	95	51.6 (0.81)
0.5	1.40	0.90	8	30.2	7.3	471	113	51.0 (0.80)
0.5	1.40	0.92	2	16.4	2.6	256	41	41.1 (0.64)
0.5	1.40	0.92	3	27.2	5.4	425	84	47.4 (0.74)
0.5	1.40	0.92	4	24.9	5.7	389	89	49.3 (0.77)
0.5	1.40	0.92	5	25.9	6.7	405	105	52.6 (0.82)
0.5	1.40	0.92	6	25.6	6.0	399	93	51.3 (0.80)
0.5	1.40	0.92	7	26.1	5.8	408	90	52.1 (0.81)
0.5	1.40	0.92	8	26.1	7.3	408	114	53.5 (0.84)
0.5	1.40	0.94	2	19.5	2.8	304	43	40.8 (0.64)
0.5	1.40	0.94	3	19.8	5.1	310	80	49.2 (0.77)
0.5	1.40	0.94	4	22.4	7.1	349	111	52.1 (0.81)
0.5	1.40	0.94	5	27.1	6.9	423	107	53.1 (0.83)
0.5	1.40	0.94	6	26.1	7.6	408	118	53.9 (0.84)
0.5	1.40	0.94	7	26.6	7.4	415	116	53.6 (0.84)
0.5	1.40	0.94	8	26.1	7.4	407	115	54.0 (0.84)
0.5	1.40	0.96	2	21.2	3.0	331	46	41.2 (0.64)
0.5	1.40	0.96	3	29.0	7.1	452	111	51.0 (0.80)
0.5	1.40	0.96	4	25.7	7.6	401	119	53.0 (0.83)
0.5	1.40	0.96	5	26.8	8.1	419	127	55.5 (0.87)
0.5	1.40	0.96	6	26.8	7.7	419	120	55.8 (0.87)
0.5	1.40	0.96	7	26.9	7.6	420	118	55.6 (0.87)
0.5	1.40	0.96	8	26.8	7.7	419	120	55.4 (0.87)
0.5	1.40	0.98	2	27.7	5.0	432	77	47.8 (0.75)
0.5	1.40	0.98	3	23.0	8.2	359	128	53.4 (0.83)
0.5	1.40	0.98	4	27.5	8.7	429	135	54.9 (0.86)
0.5	1.40	0.98	5	27.4	8.6	428	134	56.3 (0.88)
0.5	1.40	0.98	6	27.4	8.4	428	131	56.6 (0.89)
0.5	1.40	0.98	7	27.4	8.1	428	127	55.8 (0.87)
0.5	1.40	0.98	8	27.4	8.7	428	135	56.9 (0.89)
0.5	1.40	1.00	2	24.0	5.3	375	83	46.9 (0.73)
0.5	1.40	1.00	3	23.5	7.3	367	114	53.2 (0.83)
0.5	1.40	1.00	4	29.0	8.8	452	138	55.7 (0.87)
0.5	1.40	1.00	5	23.5	9.1	367	142	57.1 (0.89)
0.5	1.40	1.00	6	26.3	8.3	410	129	56.8 (0.89)
0.5	1.40	1.00	7	26.3	9.3	410	145	57.4 (0.90)
0.5	1.40	1.00	8	26.3	9.1	410	142	57.6 (0.90)
0.5	1.50	0.50	2	13.0	0.7	202	11	25.5 (0.40)
0.5	1.50	0.50	3	12.4	1.3	194	19	28.0 (0.44)
0.5	1.50	0.50	4	21.6	1.4	336	21	28.7 (0.45)
0.5	1.50	0.50	5	16.9	1.4	264	22	29.0 (0.45)
0.5	1.50	0.50	6	17.0	1.9	265	29	30.3 (0.47)
0.5	1.50	0.50	7	17.5	1.7	273	26	30.1 (0.47)
0.5	1.50	0.50	8	18.2	1.2	284	19	29.9 (0.47)
0.5	1.50	0.52	2	12.5	1.0	195	15	26.1 (0.41)
0.5	1.50	0.52	3	17.0	1.2	265	19	28.2 (0.44)
0.5	1.50	0.52	4	20.8	1.3	325	20	29.8 (0.47)
0.5	1.50	0.52	5	16.9	1.5	263	24	31.0 (0.48)
